Instance,AireRect,AirePoly,AireCirle,QualiteRect,TempsRect,QualiteCercle,TempsCercle
test-235.points,135618.89306034672,107229.0,142530.91710071533,0.2647594686171344,72381,0.32921986683374205,31110
test-236.points,134745.1237743908,103949.5,124410.21067480941,0.29625562195480315,63276,0.1968331802924439,29216
test-237.points,141023.56232921878,111404.5,124410.21067480941,0.2658695324625018,109893,0.11674313582314366,30980
test-238.points,136239.3881789137,110650.5,159043.12808798326,0.2312586764534612,80958,0.437346673426539,31497
test-239.points,135349.30209843567,107223.0,159043.12808798326,0.26231594059516783,91848,0.4832930256379999,30649
test-24.points,130143.85818847215,105240.5,119459.06065275188,0.23663283800886692,78249,0.13510540764013745,29443
test-240.points,135061.77754514522,107613.5,132025.43126711104,0.2550635147555391,90165,0.22684822319793563,30296
test-241.points,140593.33526591596,111073.0,129461.89166178179,0.26577417793627567,81513,0.16555681094218921,30008
test-242.points,129270.86380832287,108485.0,133316.62584773646,0.19160127029840868,102252,0.22889455544763293,30433
test-243.points,139104.4827586207,111679.0,125663.70614359173,0.2455742150146465,73566,0.12522234389269005,29800
test-244.points,136564.23347204158,108299.5,169093.08298681703,0.2609867402161745,83598,0.5613468482016724,32183
test-245.points,133908.30769230766,107840.0,135917.8645649088,0.24173133987674023,81436,0.26036595479329394,30249
test-246.points,137756.11845034876,110039.0,126923.48479768123,0.2518844995896796,89148,0.15344091456375675,30415
test-247.points,138008.40055248613,110080.0,120687.42338030548,0.2537100340887184,58671,0.0963610408821356,33247
test-248.points,134516.40103048517,111088.5,134614.10361366902,0.21089402620870001,81727,0.211773528436058,28745
test-249.points,140134.1555702043,109808.0,126923.48479768123,0.27617437318049975,239756,0.15586737576206855,68422
test-25.points,141127.05537052458,113336.5,126923.48479768123,0.24520393139478092,90312,0.11988181034072198,28860
test-250.points,137426.51710545528,110251.0,130740.51987179283,0.24648771535365,96030,0.18584429956909987,30137
test-251.points,130451.76691285081,107581.5,125663.70614359173,0.21258549948504912,79178,0.16807914133556157,26967
test-252.points,144762.79049881236,112864.0,167638.52558820497,0.2826303382727209,85377,0.48531441015917354,28647
test-253.points,142070.5606355011,112140.0,160459.98637475228,0.26690351913234456,100434,0.4308898374777268,30437
test-254.points,142416.67293375396,110366.5,139866.84653047117,0.29039765629746306,81104,0.26729439214318806,29434
test-255.points,134935.51500742938,108069.0,146574.14684588538,0.24860519674864556,90286,0.35630150039220654,28466
test-256.points,125450.14936573165,107359.0,159043.12808798326,0.168510784989909,75393,0.48141402293224855,28810
test-257.points,130764.47999999995,103746.5,113411.49479459153,0.2604230504161582,76727,0.09315971907092324,27685
test-258.points,137033.3990235964,108435.0,125663.70614359173,0.2637377140553918,177036,0.15888510299803316,67739
test-259.points,140410.09611483852,112648.5,124410.21067480941,0.24644443658671467,804239,0.10441071718495509,29540
test-26.points,140896.0543517299,110776.5,126923.48479768123,0.27189480035684377,94590,0.14576182491486223,28063
test-260.points,138014.72066254905,110278.0,126923.48479768123,0.2515163555972093,86416,0.1509411196946011,39430
test-261.points,132654.9305862256,107281.0,167638.52558820497,0.23651840107964683,79366,0.562611511714143,29369
test-262.points,141866.76089153043,112525.5,147934.45646488975,0.26075210411444893,102124,0.31467495336514606,37834
test-263.points,133160.36544528027,105441.0,117021.1847535662,0.2628898193803195,56775,0.10982620378757968,27974
test-264.points,139687.46353322527,108532.5,167638.52558820497,0.287056536366759,78284,0.5445928693083175,29965
test-265.points,133710.91031822562,107122.0,187037.86022412192,0.24821148147183236,90143,0.7460265886010522,31137
test-266.points,136545.22953624494,109714.5,126923.48479768123,0.2445504426146492,81593,0.15685241966814978,28615
test-267.points,136805.33373215966,110054.5,150673.9252588201,0.24306896794006305,64982,0.36908463769150823,29483
test-268.points,132026.99190626686,105607.0,135917.8645649088,0.2501727338743347,79469,0.28701567665882766,28771
test-269.points,127394.76780386559,105083.5,137227.90870145577,0.21231942030733264,154558,0.3058939671923353,69926
test-27.points,140992.18769036263,111213.5,138544.23602330987,0.2677614470398164,131505,0.24575016543234285,53977
test-270.points,132592.75641246344,106383.5,143872.37716379817,0.2463658030847211,62288,0.3523937186104815,29182
test-271.points,138493.17681905988,108937.5,135917.8645649088,0.2713085651778302,87888,0.24766829204735563,30612
test-272.points,142931.86601705235,113967.5,135917.8645649088,0.25414583997238127,217775,0.19260196604215074,71141
test-273.points,141247.24644993868,112506.5,126923.48479768123,0.25545854195036455,166304,0.12814357212855465,50689
test-274.points,135258.54670109745,111036.5,146574.14684588538,0.21814490461332503,95567,0.3200537376978325,29732
test-275.points,135668.95431176634,109575.5,164748.26034690233,0.23813219480418835,92612,0.5035136535713032,29158
test-276.points,137208.80255591052,110960.5,154830.25233951936,0.23655537381239733,125979,0.39536368653276943,41454
test-277.points,129109.39024390245,105600.0,121922.06929316626,0.22262680155210646,99271,0.15456505012468047,41195
test-278.points,136853.81443298972,109112.5,120687.42338030548,0.25424506296702676,79392,0.10608246883084416,28124
test-279.points,135291.45945945944,110072.5,142530.91710071533,0.2291122620042194,75543,0.29488216494324493,29609
test-28.points,133449.73263041058,108794.5,153438.52679397908,0.22662205010740966,185612,0.41035187251174543,73684
test-280.points,144486.94117647066,112440.5,134614.10361366902,0.28500799246241937,85717,0.19720299726227664,28527
test-281.points,138266.5428100595,110791.0,132025.43126711104,0.24799435703314798,64509,0.1916620597982781,30188
test-282.points,141806.51473737883,111873.5,138544.23602330987,0.2675612610437579,115567,0.2384008368676216,42156
test-283.points,136731.56561085966,109379.0,176460.1177594851,0.2500714544003846,91823,0.613290647743032,31516
test-284.points,144049.44963875902,114355.0,163312.5525042118,0.25966901000182774,183906,0.42811903724552325,54040
test-285.points,137942.95474452554,109823.0,160459.98637475228,0.25604795666231617,114383,0.46107815644038386,41688
test-286.points,134026.66823529408,107156.5,125663.70614359173,0.2507563072262913,84350,0.17271193202084545,30537
test-287.points,142087.2045248869,112945.5,126923.48479768123,0.2580156316532036,86248,0.1237586694262387,32795
test-288.points,138112.27374685282,110007.0,153438.52679397908,0.2554862303930916,85032,0.3948069376855934,32080
test-289.points,131054.0,105475.0,134614.10361366902,0.24251244370703962,92572,0.2762655000110834,30792
test-29.points,125963.76237042832,103058.0,124410.21067480941,0.2222608858160291,78220,0.20718634821954063,31250
test-290.points,131402.04521786794,105316.5,119459.06065275188,0.2476871640993381,74426,0.13428627663046044,30045
test-291.points,140173.4004694147,111354.0,128189.54663707792,0.25880884808282323,109349,0.15118941966231936,40983
test-292.points,129596.26835943449,106117.0,129461.89166178179,0.22125831261187634,93087,0.21999200563323296,32374
test-293.points,128627.43363561422,104245.5,123162.99839133426,0.23388955528645572,82116,0.18147064757072728,29877
test-294.points,139603.40594059404,111324.5,132025.43126711104,0.2540223036312226,75723,0.18595126200531809,30284
test-295.points,135696.06822335024,108701.0,141195.74022293967,0.2483424092082891,115131,0.2989369023554491,36556
test-296.points,140213.06714002296,112715.0,143872.37716379817,0.24396102683780296,137139,0.2764261825293721,38275
test-297.points,130551.72370239742,107102.0,153438.52679397908,0.21894757989951086,65022,0.4326392298367825,31407
test-298.points,134627.63724834245,109228.0,139866.84653047117,0.23253778562586924,86089,0.28050359367992805,28104
test-299.points,136678.0723089564,108070.5,117021.1847535662,0.264712130590276,77113,0.08282264589842914,29204
test-3.points,131137.30914447186,107895.0,128189.54663707792,0.21541599837315784,75706,0.18809533933062617,28583
test-30.points,142047.26644649933,110001.0,153438.52679397908,0.2913270465404798,60801,0.3948830173723792,29940
test-300.points,133320.16356877325,105259.0,146574.14684588538,0.26659158427092455,70190,0.39250939915717775,30029
test-301.points,138946.28406693338,110453.0,179450.91396570255,0.25796749809360886,70240,0.6246812125130377,734283
test-302.points,134733.9200249435,110105.0,124410.21067480941,0.2236857547336044,195987,0.1299233520258789,72773
test-303.points,138389.17333403238,109589.0,130740.51987179283,0.26280168022367567,90731,0.19300769120799366,30801
test-304.points,132899.5110449812,108635.5,126923.48479768123,0.2233525048900331,70166,0.16834262094509844,27676
test-305.points,139057.82861762334,107822.5,142530.91710071533,0.2896921200827596,70349,0.3219032864264446,28682
test-306.points,141789.96194750708,111598.0,169093.08298681703,0.2705421418619247,75283,0.5151981485942134,28523
test-307.points,138243.82650142995,111312.5,130740.51987179283,0.24194341607124037,76836,0.17453583264945838,30088
test-308.points,140010.85711042155,111255.5,124410.21067480941,0.25846234218013087,66773,0.11823874482438534,28403
test-309.points,130155.30201342281,104399.0,138544.23602330987,0.24671023681666315,132145,0.3270647805372644,51712
test-31.points,137286.4076799999,109162.5,123162.99839133426,0.2576334151379813,91424,0.12825373540670348,31103
test-310.points,141652.43810216323,111284.5,170553.92357073628,0.2728856049329711,92950,0.5325936996682941,30793
test-311.points,137411.89189189192,111291.0,128189.54663707792,0.23470803471881752,90243,0.151841089010593,30274
test-312.points,137580.16000000003,106819.0,145220.12041218817,0.28797461125829704,103089,0.35949709707250754,30909
test-313.points,140328.91490621914,108642.0,147934.45646488975,0.2916635822814302,58275,0.3616691193542989,32062
test-314.points,136317.75132837403,110829.0,146574.14684588538,0.22998268800019872,92197,0.3225252131291032,31530
test-315.points,137731.30043795615,109413.0,156228.26107036683,0.25882025388167906,76587,0.4278765875203754,32913
test-316.points,141388.0000000002,111461.5,121922.06929316626,0.2684918110737806,124790,0.09384917028001838,39705
test-317.points,134779.76527942932,111104.5,150673.9252588201,0.21309006637381311,115908,0.35614601801745294,42561
test-318.points,135480.29268292684,106208.5,154830.25233951936,0.2756068740536477,195859,0.45779530206640096,71158
test-319.points,135294.2439678284,108753.5,133316.62584773646,0.24404496377430052,98636,0.2258605548119046,35476
test-32.points,138037.54544042255,110620.5,135917.8645649088,0.24784778084010228,90865,0.22868604431284267,32190
test-320.points,136313.6766227265,111660.5,142530.91710071533,0.22078690873430173,72861,0.2764667639918801,29220
test-321.points,136052.1587023933,108733.5,145220.12041218817,0.25124417683964273,207235,0.3355600657772275,69106
test-322.points,137210.97746724886,109711.0,157632.55298652145,0.25065834298519607,84777,0.43679806935057974,31373
test-323.points,123651.4967001435,102041.5,119459.06065275188,0.2117765487585297,185921,0.17069095076759822,69653
test-324.points,146386.88005193963,114934.5,135917.8645649088,0.2736548212411385,83044,0.18256802409118955,30932
test-325.points,136859.41600488697,109539.0,128189.54663707792,0.24941268411147588,144886,0.1702639848554206,28290
test-326.points,135272.54808628376,107393.5,134614.10361366902,0.25959716450514936,112950,0.25346602553850106,32670
test-327.points,139563.17156299006,111166.5,141195.74022293967,0.2554427058780304,226467,0.2701285029477376,31254
test-328.points,143679.50819672138,113132.5,161883.12784682843,0.2700109004638047,156395,0.4309162075162172,45522
test-329.points,126100.65717981894,105009.5,180955.73684677208,0.2008499914752373,142828,0.7232320584972987,43471
test-33.points,134645.00212494686,108007.5,142530.91710071533,0.2466264113598302,76868,0.3196390722932698,29012
test-330.points,136491.32192262603,106765.0,135917.8645649088,0.2784275925877022,68482,0.27305638144437605,30393
test-331.points,136307.5540823447,110215.5,166190.25137490008,0.23673670293511062,75240,0.5078664196496869,32586
test-332.points,137696.11768684475,111101.0,128189.54663707792,0.23937784256527617,96975,0.15381091652710532,31100
test-333.points,137205.7212791157,110068.0,149301.04926920132,0.24655414179521484,124096,0.35644373722790745,30742
test-334.points,138926.4,112158.0,132025.43126711104,0.23866688065051078,64714,0.17713788822117937,29957
test-335.points,135516.98010983254,106968.5,141195.74022293967,0.26688679480251243,71944,0.3199749479794487,31019
test-336.points,141914.92633238345,113050.0,133316.62584773646,0.255328848583666,98509,0.17927134761376795,116226
test-337.points,140159.53717491074,112114.5,126923.48479768123,0.2501463876207872,100424,0.13208804211481318,35748
test-338.points,138022.66704177804,110078.5,132025.43126711104,0.25385672081085797,73431,0.19937527552711054,31382
test-339.points,137741.67725841896,108136.0,141195.74022293967,0.27378187891561523,132580,0.3057237203423435,42284
test-34.points,131330.83594281823,104533.5,164748.26034690233,0.25635165705556817,110866,0.5760331410208435,41269
test-340.points,141355.3913531724,112740.5,141195.74022293967,0.2538119961608507,83119,0.25239590229721953,28505
test-341.points,133964.40651667962,105388.5,130740.51987179283,0.27114824213912914,194062,0.24055774464759283,66508
test-342.points,134256.75596816977,109675.0,120687.42338030548,0.22413271910799892,95632,0.10040960456170933,27879
test-343.points,134021.95653298838,106298.0,146574.14684588538,0.26081352925726153,76395,0.3788984444287322,28140
test-344.points,132735.42100076642,104634.0,169093.08298681703,0.26856873483539223,72291,0.6160433796549594,29410
test-345.points,136515.24058355432,109521.5,126923.48479768123,0.24646978523444552,1348420,0.15889103781158243,38174
test-346.points,141382.05763059063,110221.5,139866.84653047117,0.28270852447653705,157861,0.26896155950038025,70980
test-347.points,136881.97261201972,109873.0,124410.21067480941,0.24581992493169125,191362,0.13230921768595927,71064
test-348.points,137714.5,111415.5,128189.54663707792,0.23604435648540822,216937,0.15055397711339902,67226
test-349.points,136212.4941616068,109726.5,196349.54084936206,0.24138192835465255,78293,0.7894450369724912,29260
test-35.points,129545.6045781798,107235.0,125663.70614359173,0.20805338348654634,61317,0.17185346336169838,27976
test-350.points,131859.23840000003,108220.5,126923.48479768123,0.21843124361835353,63748,0.1728229383312887,77260
test-351.points,141416.46400000004,109928.0,149301.04926920132,0.28644625573102434,196114,0.35817125090242086,72419
test-352.points,138411.26327856324,111546.5,135917.8645649088,0.24083914133176076,91814,0.2184861431323153,28252
test-353.points,137124.01721664268,110428.0,153438.52679397908,0.24175043663421114,94961,0.3894893214943591,31611
test-354.points,138981.89372344795,110313.5,132025.43126711104,0.25988109998729025,73528,0.19682025560888783,27300
test-355.points,138583.9131861199,111108.0,141195.74022293967,0.24729014279907746,96261,0.2707972443292983,30892
test-356.points,139114.7790499391,111582.0,197923.47876881057,0.24674928796704743,231329,0.773793970074121,73006
test-357.points,136152.27586206893,106602.0,138544.23602330987,0.2772018898526194,86970,0.2996401195410019,30243
test-358.points,135968.24685293206,108634.0,137227.90870145577,0.25161778865670104,72928,0.26321325461140876,29194
test-359.points,138564.63522798248,109983.0,132025.43126711104,0.2598732097504386,72161,0.20041671228381697,28196
test-36.points,136486.2918546034,108927.0,138544.23602330987,0.2530069849954868,84024,0.2718998597529527,27503
test-360.points,140185.5766440083,112277.0,133316.62584773646,0.24856895574345872,188934,0.18739034573186375,71770
test-361.points,129895.78904665317,105298.5,128189.54663707792,0.23359581614793345,73816,0.21739195370378428,32187
test-362.points,139812.1804119822,111452.0,150673.9252588201,0.25446093755143195,78514,0.3519176439975962,35015
test-363.points,139562.12140466608,110338.5,159043.12808798326,0.2648542567160699,79734,0.44141100420962087,29816
test-364.points,140214.92307692306,111869.5,130740.51987179283,0.25337936682405005,65845,0.16868780026542374,28763
test-365.points,141105.43426069757,111688.5,133316.62584773646,0.26338373476855326,69461,0.19364684679028255,27705
test-366.points,132309.10670179484,106889.0,121922.06929316626,0.23781779885483845,80483,0.14064187421686292,28523
test-367.points,133662.26444232604,110539.5,143872.37716379817,0.20918101169560233,71278,0.3015472040654985,28179
test-368.points,141730.7052671853,110149.0,152053.084433746,0.2867180389035333,90482,0.3804309111634785,28083
test-369.points,136093.58270270267,108642.5,129461.89166178179,0.25267351821527173,79075,0.19163211139086256,27404
test-37.points,137985.05099150143,107344.5,123162.99839133426,0.2854412754403013,58529,0.14736198306698767,26464
test-370.points,133289.8828315704,108663.0,137227.90870145577,0.2266354033256066,80442,0.2628761280422569,28803
test-371.points,137087.44813278015,108536.5,121922.06929316626,0.26305388632192983,115687,0.12332781408250915,30303
test-372.points,136250.96419985138,109270.5,120687.42338030548,0.24691443893687115,98769,0.10448312564054785,41508
test-373.points,137266.13382860177,109741.0,135917.8645649088,0.25081905421494044,180731,0.23853313314904012,71503
test-374.points,142395.57303370791,113281.0,128189.54663707792,0.25701197053087377,91402,0.13160677110087238,28011
test-375.points,129238.58820946317,105428.5,134614.10361366902,0.2258410980850829,89888,0.27682840611095694,27690
test-376.points,136993.36986301368,110908.5,121922.06929316626,0.23519270266042436,71739,0.09930320302922024,27896
test-377.points,135404.98576049507,108490.5,128189.54663707792,0.24808149801590984,180782,0.18157393169980707,67998
test-378.points,135432.97552211993,106913.0,135917.8645649088,0.2667587245902736,71735,0.27129408551727874,29291
test-379.points,138888.82901791282,109005.5,134614.10361366902,0.2741451488036184,160819,0.23492946331762177,70776
test-38.points,138960.3212267113,111129.5,129461.89166178179,0.25043594389168766,81393,0.16496422337706718,27556
test-380.points,136389.04303445067,108960.5,145220.12041218817,0.25172923246911205,84813,0.3327776617415319,29069
test-381.points,137778.14150756423,108629.0,134614.10361366902,0.2683366459008574,143372,0.239209636594915,69394
test-382.points,136817.05829976685,111578.0,130740.51987179283,0.22620102797833663,248068,0.17174102306720695,73138
test-383.points,137690.96718647057,108004.5,126923.48479768123,0.27486324353587643,190801,0.17516848647677863,69431
test-384.points,139134.0245727279,110400.0,123162.99839133426,0.26027196170949196,78324,0.11560686948672338,27821
test-385.points,138366.1363355953,110285.5,130740.51987179283,0.254617663569511,80107,0.18547333848776892,27470
test-386.points,137510.27568270476,108423.0,119459.06065275188,0.26827587949701415,91063,0.10178708071859188,27472
test-387.points,138788.55477586068,110018.0,124410.21067480941,0.2615077057923312,54138,0.13081687246459128,27735
test-388.points,136233.14444154978,107473.5,134614.10361366902,0.2675975421061916,146423,0.2525329836068335,69481
test-389.points,137538.90238226205,107770.0,135917.8645649088,0.27622624461596046,176251,0.26118460206837546,55630
test-39.points,139092.43358473142,110855.5,129461.89166178179,0.2547183819001442,65474,0.16784364927118456,28809
test-390.points,137424.80500873624,108409.0,125663.70614359173,0.2676512559726243,81291,0.1591630412935432,30165
test-391.points,140374.26175280896,111235.0,145220.12041218817,0.26196126896038985,78941,0.30552542286320117,31327
test-392.points,139475.4501448076,109844.0,126923.48479768123,0.26975938735668414,72005,0.15548855465643308,27848
test-393.points,134966.37784348647,105909.0,133316.62584773646,0.27436174303870753,154909,0.2587846721972302,67857
test-394.points,137367.38512763582,107952.5,129461.89166178179,0.2724798881696655,89838,0.19924866642071093,28986
test-395.points,135915.35596120934,107472.5,130740.51987179283,0.26465240839479254,69887,0.2165020807350051,31095
test-396.points,142520.14131668556,112678.5,141195.74022293967,0.2648388229936107,148105,0.2530850181972575,51140
test-397.points,140541.79045951867,113471.5,133316.62584773646,0.23856466566070478,91498,0.1748908390894317,28708
test-398.points,144071.37522935777,114495.5,123162.99839133426,0.2583147392636198,99757,0.07570165108090943,29797
test-399.points,141832.42158789432,110690.0,125663.70614359173,0.2813481036037069,61230,0.13527605152761524,26866
test-4.points,136887.30316742082,108385.5,166190.25137490008,0.2629669390040257,91923,0.5333255036411704,30555
test-40.points,138005.96691544203,109364.0,143872.37716379817,0.2618957510281448,113115,0.3155368966369021,37734
test-400.points,134016.3886997958,108152.5,164748.26034690233,0.23914277247216464,90516,0.5232959048279267,30855
test-401.points,137898.7292132897,106290.5,177952.37426994022,0.29737586344301437,76255,0.6742077068970436,30377
test-402.points,136432.69412462908,110553.0,125663.70614359173,0.23409309674661993,85940,0.13668291356717344,27395
test-403.points,134662.4920671418,107925.0,124410.21067480941,0.24774141364041524,84254,0.1527469138272819,28472
test-404.points,137697.53878659825,108422.0,176460.1177594851,0.2700147459611357,68157,0.6275305543107956,29525
test-405.points,143414.78498985802,112070.0,124410.21067480941,0.2796893458540022,176551,0.11011163268322832,67721
test-406.points,133686.59252071363,107216.5,125663.70614359173,0.24688450491028546,64436,0.17205566441351583,27902
test-407.points,133163.30342659538,107263.0,132025.43126711104,0.2414654021106568,75247,0.23085715733394596,27828
test-408.points,138997.76479596435,110543.5,137227.90870145577,0.2574033280650998,173672,0.24139283360356578,75772
test-409.points,133624.82000501378,109374.5,120687.42338030548,0.2217182250434404,90054,0.1034329151704052,27301
test-41.points,140478.88294879012,109705.5,128189.54663707792,0.2805090259721721,183187,0.16848787560403,67144
test-410.points,138868.21510145985,109286.5,139866.84653047117,0.2706804143371766,81659,0.27981815256661324,27722
test-411.points,134353.50896817746,110444.5,121922.06929316626,0.2164798515831703,85753,0.10392160128540828,27932
test-412.points,144152.4902919603,115281.0,138544.23602330987,0.25044448167486677,111723,0.20179592494261733,28041
test-413.points,133122.32095490716,106976.0,121922.06929316626,0.24441296136429824,99379,0.1397142283611863,82738
test-414.points,139157.19267986965,110603.0,129461.89166178179,0.2581683379281723,122618,0.17050976611648672,40792
test-415.points,131710.25635036494,102922.5,143872.37716379817,0.2797032364192955,70894,0.39787099189971253,29962
test-416.points,137399.54615384614,110243.5,126923.48479768123,0.24632786653041805,194449,0.15130129937530312,70119
test-417.points,129221.50788643534,105611.5,132025.43126711104,0.22355527462857117,71688,0.250104688098465,29312
test-418.points,138419.33959731544,111944.5,169093.08298681703,0.2364996904476364,71434,0.5105081802751992,28652
test-419.points,130684.0704732108,105532.0,121922.06929316626,0.23833595945505448,146345,0.15530899910137452,67693
test-42.points,131599.33598622077,105026.5,118236.98111050545,0.25301077334025956,83230,0.12578236074234073,30333
test-420.points,130529.36790093331,105112.5,147934.45646488975,0.2418063303692075,140230,0.4073916657380401,69419
test-421.points,138745.27707808567,112299.5,142530.91710071533,0.23549327537598708,64843,0.2692034880005283,28692
test-422.points,135459.20880428323,108304.0,179450.91396570255,0.2507313562221454,95906,0.6569186176475712,30143
test-423.points,135399.83385225022,108612.0,129461.89166178179,0.24663788395619468,77695,0.19196674089218302,28075
test-424.points,137862.9446309749,107755.0,125663.70614359173,0.27941111438889066,86914,0.1661983772780078,28951
test-425.points,142984.32011143546,113774.0,123162.99839133426,0.25673985366986707,88946,0.08252323370308035,27691
test-426.points,134633.4705882353,107952.0,139866.84653047117,0.24716050270708556,252170,0.29563923345997445,68807
test-427.points,134479.80216755543,110909.0,160459.98637475228,0.2125238003007459,87274,0.44677155483100806,30105
test-428.points,136324.26614363305,109354.5,126923.48479768123,0.2466269439632851,85954,0.16066083058018865,29751
test-429.points,132036.45050599054,104105.5,120687.42338030548,0.26829466748625697,165369,0.15927999366321166,67452
test-43.points,133249.94493469823,109020.0,121922.06929316626,0.22225229255822998,75997,0.11834589335136925,29932
test-430.points,142561.99012183078,113517.5,135917.8645649088,0.25585914173436497,106573,0.1973296149484336,42176
test-431.points,130985.54119362109,106238.0,120687.42338030548,0.23294434377173023,169162,0.13600993411308093,66767
test-432.points,135028.709251381,108126.5,172021.0473399627,0.2488031079465347,160765,0.5909240319437206,69328
test-433.points,137354.82944344703,108408.5,123162.99839133426,0.2670116221831962,138718,0.13610093665472967,50748
test-434.points,133887.2831709775,106976.5,123162.99839133426,0.2515578951543329,82677,0.1513089172980444,28991
test-435.points,135746.61639344267,110059.0,143872.37716379817,0.23339859887371928,88365,0.3072295510934877,27649
test-436.points,137504.6239912957,107540.5,129461.89166178179,0.27863106449473163,182265,0.2038431257226978,69930
test-437.points,139267.69230769234,110103.0,119459.06065275188,0.26488553724868846,87238,0.08497552884800497,28378
test-438.points,131302.028143214,108733.5,128189.54663707792,0.20755818715680086,65430,0.17893332447753374,26958
test-439.points,135684.20382165597,108640.0,157632.55298652145,0.248934129433505,68428,0.45096238021466717,30387
test-44.points,135193.2912381201,107709.0,117021.1847535662,0.255171724165298,72382,0.08645688618004255,28946
test-440.points,134999.4039874082,109056.0,137227.90870145577,0.23789066156294214,94076,0.2583251604813652,28371
test-441.points,140038.664,110822.5,135917.8645649088,0.2636302555888921,71179,0.22644647580508304,28507
test-442.points,135762.1765062677,106517.0,124410.21067480941,0.2745587700204446,71383,0.16798455340283147,28306
test-443.points,137382.6763348714,108005.0,134614.10361366902,0.2720029288909902,64201,0.24636918303475785,27853
test-444.points,136782.6454226629,107235.5,126923.48479768123,0.27553511125199126,108469,0.18359577563102913,30125
test-445.points,139876.36424116418,110776.5,149301.04926920132,0.26268986871009803,78308,0.34776824750015867,28978
test-446.points,142053.35294117642,110893.5,191665.42620285967,0.28098899341418937,79285,0.7283738560227575,30447
test-447.points,136622.10411233702,108156.0,135917.8645649088,0.2631948677127207,174200,0.25668353641877295,69127
test-448.points,135193.28294347785,107996.5,120687.42338030548,0.2518302254561755,75724,0.11751235808850735,27391
test-449.points,137771.5384615384,110949.5,128189.54663707792,0.2417499714873741,69247,0.15538642929511104,28281
test-45.points,137872.49845422123,108655.0,129461.89166178179,0.2689015549603906,78123,0.19149502242678018,29688
test-450.points,131553.3131890025,109013.5,157632.55298652145,0.2067616688667231,177550,0.4459911202421851,63020
test-451.points,136420.63925729448,109990.5,170553.92357073628,0.24029474597619327,119434,0.5506241318180778,53915
test-452.points,135038.55217739177,107462.0,126923.48479768123,0.256616777813476,69295,0.18110108501313227,28001
test-453.points,142072.54705144287,112026.0,157632.55298652145,0.2682104783839723,59551,0.4071068590016733,28218
test-454.points,133138.2934307522,107580.0,130740.51987179283,0.2375747669711119,70274,0.2152864832849306,28373
test-455.points,130283.99999999999,104019.5,160459.98637475228,0.25249592624459827,88879,0.5425952477636624,29014
test-456.points,139202.72836699215,110872.5,125663.70614359173,0.25552078619127516,72380,0.13340734757123474,28496
test-457.points,136379.89084065243,110042.5,133316.62584773646,0.239338354187268,67040,0.21150124586170316,27825
test-458.points,136215.03999999998,108599.5,133316.62584773646,0.2542879110861467,60636,0.22759889177884296,27353
test-459.points,139630.94159869492,110916.0,123162.99839133426,0.25888908361908936,162923,0.11041687755900198,65836
test-46.points,134572.904,109293.0,129461.89166178179,0.2313039627423532,214230,0.18453964720322236,70050
test-460.points,140800.82352941178,111113.5,147934.45646488975,0.26718016739110717,91401,0.33138148348211294,31660
test-461.points,137739.7580736544,111677.0,150673.9252588201,0.23337623748537673,78837,0.34919388288385345,27952
test-462.points,133684.84782008288,107408.0,133316.62584773646,0.24464516442055428,74671,0.24121690979942323,28568
test-463.points,137549.287743612,110026.0,159043.12808798326,0.2501525797867048,60633,0.4455049541743157,28752
test-464.points,141836.13321723987,111603.5,138544.23602330987,0.27089323558167866,70096,0.24139687396282272,31372
test-465.points,138171.74891146593,110474.0,141195.74022293967,0.25071735350820945,70015,0.27809023139326605,28078
test-466.points,140379.11032028467,112063.0,133316.62584773646,0.25268028091595496,219452,0.18965783396604108,68601
test-467.points,135529.2823836703,108278.0,146574.14684588538,0.25167884873815827,72276,0.3536835446340474,27376
test-468.points,129533.41815291365,104920.5,145220.12041218817,0.23458635970009345,61301,0.38409672477912493,27927
test-469.points,141698.92116182577,110480.0,124410.21067480941,0.28257531826417237,71913,0.1260880763469352,28544
test-47.points,143109.77934772096,113921.0,142530.91710071533,0.25621947970717396,86269,0.25113821947415604,27820
test-470.points,140931.65137614682,111511.5,123162.99839133426,0.2638306486429365,148320,0.10448696673737023,71595
test-471.points,138646.40628441377,110214.0,138544.23602330987,0.25797454302006795,71059,0.25704752593418134,30473
test-472.points,139661.46333469884,110063.0,125663.70614359173,0.2689229199158558,241793,0.14174342098245307,68659
test-473.points,138343.94875164254,111045.5,119459.06065275188,0.24583120208961673,89125,0.0757667861619955,29957
test-474.points,130160.72924841534,105282.0,133316.62584773646,0.23630562915232756,71169,0.26628128120416084,27613
test-475.points,131492.83646541383,108922.5,153438.52679397908,0.2072146385311926,200419,0.4086945010808518,91739
test-476.points,144445.77358083313,113472.0,137227.90870145577,0.2729640226737269,166301,0.20935480736618528,67718
test-477.points,141136.98936892103,110822.0,180955.73684677208,0.2735466727628182,103588,0.632850308122684,36479
test-478.points,134773.70268948667,105093.0,123162.99839133426,0.28242321267340986,69544,0.17194293046477171,28154
test-479.points,140213.99544863458,109319.5,134614.10361366902,0.28260736143720555,148935,0.2313823573440148,68528
test-48.points,138827.47611538818,107302.5,145220.12041218817,0.2937953553308468,60692,0.35337126732544144,28528
test-480.points,142610.177852349,114241.0,152053.084433746,0.2483274643284723,250687,0.33098523676916347,69999
test-481.points,128827.65153957081,99633.5,180955.73684677208,0.29301541689864163,79778,0.8162137920154575,28648
